Code,County,State,Labor_count,Employed,Unemployed,unemployment_rate
CN1206900000000,Lake , FL,"159,493     ","152,035     ","7,458     ",4.7     
CN1207100000000,Lee , FL,"357,018     ","342,117     ","14,901     ",4.2     
CN1207300000000,Leon , FL,"154,331     ","147,861     ","6,470     ",4.2     
CN1207500000000,Levy , FL,"16,849     ","16,095     ",754     ,4.5     
CN1207700000000,Liberty , FL,"2,582     ","2,474     ",108     ,4.2     
CN1207900000000,Madison , FL,"7,720     ","7,339     ",381     ,4.9     
CN1208100000000,Manatee , FL,"182,554     ","175,379     ","7,175     ",3.9     
CN1208300000000,Marion , FL,"141,992     ","135,009     ","6,983     ",4.9     
CN1208500000000,Martin , FL,"73,492     ","70,878     ","2,614     ",3.6     
CN1208600000000,Miami-Dade , FL,"1,307,815     ","1,239,474     ","68,341     ",5.2     
CN1208700000000,Monroe , FL,"45,926     ","44,558     ","1,368     ",3.0     
CN1208900000000,Nassau , FL,"42,729     ","41,268     ","1,461     ",3.4     
CN1209100000000,Okaloosa , FL,"99,417     ","96,102     ","3,315     ",3.3     
CN1209300000000,Okeechobee , FL,"17,488     ","16,768     ",720     ,4.1     
CN1209500000000,Orange , FL,"741,002     ","702,684     ","38,318     ",5.2     
CN1209700000000,Osceola , FL,"185,839     ","174,170     ","11,669     ",6.3     
CN1209900000000,Palm Beach , FL,"734,055     ","702,386     ","31,669     ",4.3     
CN1210100000000,Pasco , FL,"246,350     ","235,484     ","10,866     ",4.4     
CN1210300000000,Pinellas , FL,"486,173     ","466,708     ","19,465     ",4.0     
CN1210500000000,Polk , FL,"328,590     ","311,005     ","17,585     ",5.4     
CN1210700000000,Putnam , FL,"27,149     ","25,501     ","1,648     ",6.1     
CN1210900000000,St. Johns , FL,"141,901     ","137,591     ","4,310     ",3.0     
CN1211100000000,St. Lucie , FL,"150,366     ","143,002     ","7,364     ",4.9     
CN1211300000000,Santa Rosa , FL,"84,880     ","81,942     ","2,938     ",3.5     
CN1211500000000,Sarasota , FL,"191,384     ","184,019     ","7,365     ",3.8     
CN1211700000000,Seminole , FL,"244,546     ","234,590     ","9,956     ",4.1     
CN1211900000000,Sumter , FL,"34,621     ","32,790     ","1,831     ",5.3     
CN1212100000000,Suwannee , FL,"17,414     ","16,637     ",777     ,4.5     
CN1212300000000,Taylor , FL,"8,112     ","7,708     ",404     ,5.0     
CN1212500000000,Union , FL,"4,546     ","4,376     ",170     ,3.7     
CN1212700000000,Volusia , FL,"255,093     ","243,303     ","11,790     ",4.6     
CN1212900000000,Wakulla , FL,"15,429     ","14,941     ",488     ,3.2     
CN1213100000000,Walton , FL,"33,792     ","32,597     ","1,195     ",3.5     
CN1213300000000,Washington , FL,"9,507     ","9,079     ",428     ,4.5     
CN1300100000000,Appling , GA,"9,288     ","8,956     ",332     ,3.6     
CN1300300000000,Atkinson , GA,"4,503     ","4,372     ",131     ,2.9     
CN1300500000000,Bacon , GA,"4,837     ","4,680     ",157     ,3.2     
CN1300700000000,Baker , GA,"1,135     ","1,079     ",56     ,4.9     
CN1300900000000,Baldwin , GA,"17,731     ","16,885     ",846     ,4.8     
CN1301100000000,Banks , GA,"10,116     ","9,854     ",262     ,2.6     
CN1301300000000,Barrow , GA,"42,115     ","40,882     ","1,233     ",2.9     
CN1301500000000,Bartow , GA,"51,257     ","49,456     ","1,801     ",3.5     
CN1301700000000,Ben Hill , GA,"5,568     ","5,276     ",292     ,5.2     
CN1301900000000,Berrien , GA,"7,648     ","7,363     ",285     ,3.7     
CN1302100000000,Bibb , GA,"67,875     ","64,471     ","3,404     ",5.0     
CN1302300000000,Bleckley , GA,"4,622     ","4,393     ",229     ,5.0     
CN1302500000000,Brantley , GA,"7,296     ","7,030     ",266     ,3.6     
CN1302700000000,Brooks , GA,"6,821     ","6,566     ",255     ,3.7     
CN1302900000000,Bryan , GA,"19,894     ","19,321     ",573     ,2.9     
CN1303100000000,Bulloch , GA,"38,062     ","36,495     ","1,567     ",4.1     
CN1303300000000,Burke , GA,"9,156     ","8,621     ",535     ,5.8     
CN1303500000000,Butts , GA,"11,132     ","10,727     ",405     ,3.6     
CN1303700000000,Calhoun , GA,"2,228     ","2,138     ",90     ,4.0     
CN1303900000000,Camden , GA,"21,658     ","20,973     ",685     ,3.2     
CN1304300000000,Candler , GA,"6,009     ","5,827     ",182     ,3.0     
CN1304500000000,Carroll , GA,"56,140     ","54,073     ","2,067     ",3.7     
CN1304700000000,Catoosa , GA,"33,457     ","32,551     ",906     ,2.7     
CN1304900000000,Charlton , GA,"4,959     ","4,802     ",157     ,3.2     
CN1305100000000,Chatham , GA,"143,877     ","137,644     ","6,233     ",4.3     
CN1305300000000,Chattahoochee , GA,"1,912     ","1,826     ",86     ,4.5     
CN1305500000000,Chattooga , GA,"9,562     ","9,107     ",455     ,4.8     
CN1305700000000,Cherokee , GA,"139,406     ","135,761     ","3,645     ",2.6     
CN1305900000000,Clarke , GA,"59,167     ","56,922     ","2,245     ",3.8     
CN1306100000000,Clay , GA,884     ,794     ,90     ,10.2     
CN1306300000000,Clayton , GA,"140,309     ","131,120     ","9,189     ",6.5     
CN1306500000000,Clinch , GA,"3,022     ","2,933     ",89     ,2.9     
CN1306700000000,Cobb , GA,"423,126     ","409,319     ","13,807     ",3.3     
CN1306900000000,Coffee , GA,"18,845     ","18,079     ",766     ,4.1     
CN1307100000000,Colquitt , GA,"22,227     ","21,514     ",713     ,3.2     
CN1307300000000,Columbia , GA,"76,478     ","74,420     ","2,058     ",2.7     
CN1307500000000,Cook , GA,"8,237     ","7,957     ",280     ,3.4     
CN1307700000000,Coweta , GA,"76,218     ","73,661     ","2,557     ",3.4     
CN1307900000000,Crawford , GA,"5,523     ","5,319     ",204     ,3.7     
CN1308100000000,Crisp , GA,"10,068     ","9,206     ",862     ,8.6     
CN1308300000000,Dade , GA,"8,049     ","7,839     ",210     ,2.6     
CN1308500000000,Dawson , GA,"13,115     ","12,765     ",350     ,2.7     
CN1308700000000,Decatur , GA,"11,338     ","10,923     ",415     ,3.7     
CN1308900000000,DeKalb , GA,"400,667     ","382,143     ","18,524     ",4.6     
CN1309100000000,Dodge , GA,"7,005     ","6,709     ",296     ,4.2     
CN1309300000000,Dooly , GA,"4,936     ","4,577     ",359     ,7.3     
CN1309500000000,Dougherty , GA,"37,494     ","35,110     ","2,384     ",6.4     
CN1309700000000,Douglas , GA,"74,001     ","70,771     ","3,230     ",4.4     
CN1309900000000,Early , GA,"4,338     ","4,121     ",217     ,5.0     
CN1310100000000,Echols , GA,"1,897     ","1,845     ",52     ,2.7     
CN1310300000000,Effingham , GA,"33,266     ","32,292     ",974     ,2.9     
CN1310500000000,Elbert , GA,"7,810     ","7,429     ",381     ,4.9     
CN1310700000000,Emanuel , GA,"8,698     ","8,240     ",458     ,5.3     
CN1310900000000,Evans , GA,"5,179     ","4,998     ",181     ,3.5     
CN1311100000000,Fannin , GA,"11,797     ","11,463     ",334     ,2.8     
CN1311300000000,Fayette , GA,"58,170     ","56,475     ","1,695     ",2.9     
CN1311500000000,Floyd , GA,"43,891     ","42,277     ","1,614     ",3.7     
CN1311700000000,Forsyth , GA,"127,031     ","123,874     ","3,157     ",2.5     
CN1311900000000,Franklin , GA,"10,111     ","9,740     ",371     ,3.7     
CN1312100000000,Fulton , GA,"569,144     ","542,664     ","26,480     ",4.7     
CN1312300000000,Gilmer , GA,"12,343     ","11,969     ",374     ,3.0     
CN1312500000000,Glascock , GA,"1,263     ","1,230     ",33     ,2.6     
CN1312700000000,Glynn , GA,"39,201     ","37,727     ","1,474     ",3.8     
CN1312900000000,Gordon , GA,"28,846     ","27,923     ",923     ,3.2     
CN1313100000000,Grady , GA,"11,040     ","10,695     ",345     ,3.1     
CN1313300000000,Greene , GA,"7,231     ","6,961     ",270     ,3.7     
CN1313500000000,Gwinnett , GA,"492,181     ","475,000     ","17,181     ",3.5     
CN1313700000000,Habersham , GA,"18,592     ","17,930     ",662     ,3.6     
CN1313900000000,Hall , GA,"104,792     ","102,000     ","2,792     ",2.7     
CN1314100000000,Hancock , GA,"2,530     ","2,369     ",161     ,6.4     
CN1314300000000,Haralson , GA,"12,750     ","12,303     ",447     ,3.5     
CN1314500000000,Harris , GA,"16,881     ","16,397     ",484     ,2.9     
CN1314700000000,Hart , GA,"11,640     ","11,184     ",456     ,3.9     
CN1314900000000,Heard , GA,"5,239     ","5,036     ",203     ,3.9     
CN1315100000000,Henry , GA,"118,685     ","113,693     ","4,992     ",4.2     
CN1315300000000,Houston , GA,"71,710     ","69,142     ","2,568     ",3.6     
CN1315500000000,Irwin , GA,"3,568     ","3,407     ",161     ,4.5     
CN1315700000000,Jackson , GA,"42,806     ","41,787     ","1,019     ",2.4     
CN1315900000000,Jasper , GA,"7,065     ","6,838     ",227     ,3.2     
CN1316100000000,Jeff Davis , GA,"6,100     ","5,858     ",242     ,4.0     
CN1316300000000,Jefferson , GA,"6,979     ","6,652     ",327     ,4.7     
CN1316500000000,Jenkins , GA,"3,217     ","3,066     ",151     ,4.7     
CN1316700000000,Johnson , GA,"4,150     ","4,003     ",147     ,3.5     
CN1316900000000,Jones , GA,"13,642     ","13,224     ",418     ,3.1     
CN1317100000000,Lamar , GA,"8,249     ","7,904     ",345     ,4.2     
CN1317300000000,Lanier , GA,"3,850     ","3,703     ",147     ,3.8     
CN1317500000000,Laurens , GA,"19,818     ","18,974     ",844     ,4.3     
CN1317700000000,Lee , GA,"15,173     ","14,707     ",466     ,3.1     
CN1317900000000,Liberty , GA,"26,349     ","25,304     ","1,045     ",4.0     
CN1318100000000,Lincoln , GA,"3,558     ","3,415     ",143     ,4.0     
CN1318300000000,Long , GA,"8,467     ","8,210     ",257     ,3.0     
CN1318500000000,Lowndes , GA,"51,719     ","49,616     ","2,103     ",4.1     
CN1318700000000,Lumpkin , GA,"17,402     ","16,923     ",479     ,2.8     
CN1318900000000,McDuffie , GA,"8,554     ","8,107     ",447     ,5.2     
CN1319100000000,McIntosh , GA,"6,129     ","5,904     ",225     ,3.7     
CN1319300000000,Macon , GA,"4,684     ","4,389     ",295     ,6.3     
CN1319500000000,Madison , GA,"13,599     ","13,184     ",415     ,3.1     
CN1319700000000,Marion , GA,"3,257     ","3,139     ",118     ,3.6     
CN1319900000000,Meriwether , GA,"8,897     ","8,429     ",468     ,5.3     
CN1320100000000,Miller , GA,"2,782     ","2,698     ",84     ,3.0     
CN1320500000000,Mitchell , GA,"8,228     ","7,813     ",415     ,5.0     
CN1320700000000,Monroe , GA,"13,124     ","12,714     ",410     ,3.1     
CN1320900000000,Montgomery , GA,"3,858     ","3,699     ",159     ,4.1     
CN1321100000000,Morgan , GA,"9,521     ","9,212     ",309     ,3.2     
CN1321300000000,Murray , GA,"15,477     ","14,812     ",665     ,4.3     
CN1321500000000,Muscogee , GA,"76,629     ","72,553     ","4,076     ",5.3     
CN1321700000000,Newton , GA,"53,410     ","51,064     ","2,346     ",4.4     
CN1321900000000,Oconee , GA,"20,285     ","19,842     ",443     ,2.2     
CN1322100000000,Oglethorpe , GA,"7,027     ","6,826     ",201     ,2.9     
CN1322300000000,Paulding , GA,"89,362     ","86,668     ","2,694     ",3.0     
CN1322500000000,Peach , GA,"12,060     ","11,498     ",562     ,4.7     
CN1322700000000,Pickens , GA,"15,533     ","15,099     ",434     ,2.8     
CN1322900000000,Pierce , GA,"8,623     ","8,354     ",269     ,3.1     
CN1323100000000,Pike , GA,"8,981     ","8,728     ",253     ,2.8     
CN1323300000000,Polk , GA,"18,480     ","17,823     ",657     ,3.6     
CN1323500000000,Pulaski , GA,"4,048     ","3,902     ",146     ,3.6     
CN1323700000000,Putnam , GA,"8,661     ","8,314     ",347     ,4.0     
CN1323900000000,Quitman , GA,768     ,730     ,38     ,4.9     
CN1324100000000,Rabun , GA,"7,528     ","7,292     ",236     ,3.1     
CN1324300000000,Randolph , GA,"2,373     ","2,250     ",123     ,5.2     
CN1324500000000,Richmond , GA,"84,416     ","79,901     ","4,515     ",5.3     
CN1324700000000,Rockdale , GA,"44,591     ","42,529     ","2,062     ",4.6     
CN1324900000000,Schley , GA,"2,134     ","2,055     ",79     ,3.7     
CN1325100000000,Screven , GA,"5,122     ","4,834     ",288     ,5.6     
CN1325300000000,Seminole , GA,"3,059     ","2,945     ",114     ,3.7     
CN1325500000000,Spalding , GA,"28,984     ","27,627     ","1,357     ",4.7     
CN1325700000000,Stephens , GA,"10,512     ","10,059     ",453     ,4.3     
CN1325900000000,Stewart , GA,"2,562     ","2,464     ",98     ,3.8     
CN1326100000000,Sumter , GA,"12,334     ","11,627     ",707     ,5.7     
CN1326300000000,Talbot , GA,"2,775     ","2,649     ",126     ,4.5     
CN1326500000000,Taliaferro , GA,535     ,508     ,27     ,5.0     
CN1326700000000,Tattnall , GA,"9,621     ","9,313     ",308     ,3.2     
CN1326900000000,Taylor , GA,"2,950     ","2,782     ",168     ,5.7     
CN1327100000000,Telfair , GA,"3,735     ","3,467     ",268     ,7.2     
CN1327300000000,Terrell , GA,"3,568     ","3,347     ",221     ,6.2     
CN1327500000000,Thomas , GA,"17,576     ","16,841     ",735     ,4.2     
CN1327700000000,Tift , GA,"21,225     ","20,501     ",724     ,3.4     
CN1327900000000,Toombs , GA,"12,171     ","11,627     ",544     ,4.5     
CN1328100000000,Towns , GA,"4,055     ","3,895     ",160     ,3.9     
CN1328300000000,Treutlen , GA,"2,630     ","2,518     ",112     ,4.3     
CN1328500000000,Troup , GA,"37,678     ","36,030     ","1,648     ",4.4     
CN1328700000000,Turner , GA,"3,283     ","3,073     ",210     ,6.4     
CN1328900000000,Twiggs , GA,"2,804     ","2,661     ",143     ,5.1     
CN1329100000000,Union , GA,"11,094     ","10,794     ",300     ,2.7     
CN1329300000000,Upson , GA,"11,628     ","11,162     ",466     ,4.0     
CN1329500000000,Walker , GA,"31,304     ","30,327     ",977     ,3.1     
CN1329700000000,Walton , GA,"46,945     ","45,448     ","1,497     ",3.2     
CN1329900000000,Ware , GA,"15,404     ","14,837     ",567     ,3.7     
CN1330100000000,Warren , GA,"2,684     ","2,558     ",126     ,4.7     
CN1330300000000,Washington , GA,"6,875     ","6,532     ",343     ,5.0     
CN1330500000000,Wayne , GA,"11,919     ","11,473     ",446     ,3.7     
CN1330700000000,Webster , GA,992     ,948     ,44     ,4.4     
CN1330900000000,Wheeler , GA,"1,637     ","1,547     ",90     ,5.5     
CN1331100000000,White , GA,"16,616     ","16,194     ",422     ,2.5     
CN1331300000000,Whitfield , GA,"43,361     ","41,664     ","1,697     ",3.9     
CN1331500000000,Wilcox , GA,"2,778     ","2,649     ",129     ,4.6     
CN1331700000000,Wilkes , GA,"3,657     ","3,486     ",171     ,4.7     
CN1331900000000,Wilkinson , GA,"3,657     ","3,505     ",152     ,4.2     
CN1332100000000,Worth , GA,"8,888     ","8,536     ",352     ,4.0     
CN1500100000000,Hawaii , HI,"93,848     ","88,679     ","5,169     ",5.5     
CN1500300000000,Honolulu /city, HI,"451,661     ","427,780     ","23,881     ",5.3     
CN1500700000000,Kauai , HI,"35,949     ","33,153     ","2,796     ",7.8     
CN1500900000000,Maui , HI,"86,954     ","80,575     ","6,379     ",7.3     
CN1600100000000,Ada , ID,"266,936     ","258,240     ","8,696     ",3.3     
CN1600300000000,Adams , ID,"1,804     ","1,685     ",119     ,6.6     
CN1600500000000,Bannock , ID,"42,735     ","41,215     ","1,520     ",3.6     
CN1600700000000,Bear Lake , ID,"3,121     ","3,027     ",94     ,3.0     
CN1600900000000,Benewah , ID,"4,092     ","3,864     ",228     ,5.6     
CN1601100000000,Bingham , ID,"24,278     ","23,503     ",775     ,3.2     
CN1601300000000,Blaine , ID,"12,885     ","12,416     ",469     ,3.6     
CN1601500000000,Boise , ID,"3,734     ","3,532     ",202     ,5.4     
CN1601700000000,Bonner , ID,"21,552     ","20,519     ","1,033     ",4.8     
CN1601900000000,Bonneville , ID,"60,471     ","58,722     ","1,749     ",2.9     
CN1602100000000,Boundary , ID,"5,597     ","5,353     ",244     ,4.4     
CN1602300000000,Butte , ID,"1,447     ","1,392     ",55     ,3.8     
CN1602500000000,Camas , ID,704     ,680     ,24     ,3.4     
CN1602700000000,Canyon , ID,"110,244     ","105,885     ","4,359     ",4.0     
CN1602900000000,Caribou , ID,"4,128     ","4,000     ",128     ,3.1     
CN1603100000000,Cassia , ID,"12,613     ","12,248     ",365     ,2.9     
CN1603300000000,Clark , ID,377     ,365     ,12     ,3.2     
CN1603500000000,Clearwater , ID,"3,033     ","2,837     ",196     ,6.5     
CN1603700000000,Custer , ID,"2,279     ","2,173     ",106     ,4.7     
CN1603900000000,Elmore , ID,"12,015     ","11,566     ",449     ,3.7     
CN1604100000000,Franklin , ID,"7,369     ","7,187     ",182     ,2.5     
CN1604300000000,Fremont , ID,"8,191     ","7,955     ",236     ,2.9     
CN1604500000000,Gem , ID,"8,739     ","8,380     ",359     ,4.1     
CN1604700000000,Gooding , ID,"8,381     ","8,117     ",264     ,3.1     
CN1604900000000,Idaho , ID,"6,822     ","6,487     ",335     ,4.9     
CN1605100000000,Jefferson , ID,"14,673     ","14,274     ",399     ,2.7     
CN1605300000000,Jerome , ID,"12,348     ","11,936     ",412     ,3.3     
CN1605500000000,Kootenai , ID,"82,719     ","79,179     ","3,540     ",4.3     
CN1605700000000,Latah , ID,"19,857     ","19,197     ",660     ,3.3     
CN1605900000000,Lemhi , ID,"3,713     ","3,515     ",198     ,5.3     
CN1606100000000,Lewis , ID,"1,661     ","1,567     ",94     ,5.7     
